[2026-06-03T16:44:24.891Z] GET https://www.launchgallery.video/ → pending (?ms, ?B)
[2026-06-03T16:45:15.566Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.566Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.566Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.577Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (1ms, ?B)
[2026-06-03T16:45:15.578Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.578Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.579Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (1ms, ?B)
[2026-06-03T16:45:15.580Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.584Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2056394244596641931&lang=en&token=4zgcpjzas5o&y37a6b=k1noxw84y09&6a7ggo=7vwdt8i4n8jg&ve07dx=egsj68lm7sw&1s0hrl=2i874681v7qn&2br158=ggav185om82 → 200 (3ms, ?B)
[2026-06-03T16:45:15.587Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (1ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.588Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505115587%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Friffle-introducing-riffle-the-modern-playground-for-music-creation%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222056394244596641931%22%5D%2C%22item_details%22%3A%7B%222056394244596641931%22%3A%7B%22item_type%22%3A0%7D%7D%7D → pending (?ms, ?B)
[2026-06-03T16:45:15.591Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:45:15.591Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:45:15.591Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (78ms, ?B)
[2026-06-03T16:45:15.591Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:45:15.591Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (?ms, 3527B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (?ms, 11052B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:45:15.592Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:45:15.593Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (?ms, 16847B)
[2026-06-03T16:45:15.593Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:45:15.593Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:45:15.593Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:45:15.593Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:45:15.602Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:45:15.602Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:45:15.602Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505115599&ver=1.345.2&compression=base64 → 200 (45ms, 279B)
[2026-06-03T16:45:15.608Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (128ms, ?B)
[2026-06-03T16:45:15.608Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (128ms, ?B)
[2026-06-03T16:45:15.608Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → 304 (107ms, ?B)
[2026-06-03T16:45:15.617Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (1ms, 29713B)
[2026-06-03T16:45:15.618Z] GET https://www.launchgallery.video/?_rsc=nSZ9xzeU4GHbPIaW → 200 (133ms, ?B)
[2026-06-03T16:45:15.621Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → 200 (115ms, ?B)
[2026-06-03T16:45:15.621Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (130ms, ?B)
[2026-06-03T16:45:15.623Z] GET https://www.launchgallery.video/tag/agents/?_rsc=nSZ9xzeU4GHbPIaW → 200 (144ms, ?B)
[2026-06-03T16:45:15.623Z] GET https://www.launchgallery.video/tag/productivity/?_rsc=nSZ9xzeU4GHbPIaW → 200 (119ms, ?B)
[2026-06-03T16:45:15.624Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:45:15.625Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (1ms, 327164B)
[2026-06-03T16:45:15.632Z] GET https://syndication.twitter.com/settings?session_id=843169d73293fae7bfef2be844e486dc26ac69c9 → 200 (57ms, ?B)
[2026-06-03T16:45:15.684Z] GET https://www.launchgallery.video/video/allowance-allowance-ai-agents-safely-make-purchases-with-one-time-virtual-cards/ → 200 (100ms, 73114B)
[2026-06-03T16:45:15.702Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.706Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2051323944452411773&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fintelligence-announcing-cofounder-2-run-an-entire-company-with-agents%2F&sessionId=843169d73293fae7bfef2be844e486dc26ac69c9&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (15ms, ?B)
[2026-06-03T16:45:15.724Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.724Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.724Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.735Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.735Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.736Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.738Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.738Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (1ms, ?B)
[2026-06-03T16:45:15.742Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Fintelligence-announcing-cofounder-2-run-an-entire-company-with-agents%252F → pending (?ms, ?B)
[2026-06-03T16:45:15.743Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2051323944452411773&lang=en&token=4zf9t296xl&pofn9l=6d8c3spwsn&vn5tnu=50p08ll26p1g&ttjsro=1fml5gb8k723k&5a7fcp=rwm80iyhmtmi&wph9w3=nys4vp8kqyzh&zrk2cu=6cfqc8qztifq&lmq1je=a48fah18811j → 200 (16ms, ?B)
[2026-06-03T16:45:15.744Z] GET https://www.launchgallery.video/tag/productivity/?_rsc=KncVEVM5gCSOO4O3 → pending (?ms, ?B)
[2026-06-03T16:45:15.751Z] GET https://www.launchgallery.video/?_rsc=cTP6eS5ah_rEDGqP → pending (?ms, ?B)
[2026-06-03T16:45:15.759Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.760Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505115759%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fintelligence-announcing-cofounder-2-run-an-entire-company-with-agents%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222051323944452411773%22%5D%2C%22item_details%22%3A%7B%222051323944452411773%22%3A%7B%22item_type%22%3A0%7D%7D%7D → pending (?ms, ?B)
[2026-06-03T16:45:15.766Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.766Z] GET https://pbs.twimg.com/amplify_video_thumb/2051322587037253632/img/EkKfZwehg02_q3Bi.jpg → pending (?ms, ?B)
[2026-06-03T16:45:15.766Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.771Z] GET https://video.twimg.com/amplify_video/2051322587037253632/pl/oN6i7t9326688xBB.m3u8?v=887 → pending (?ms, ?B)
[2026-06-03T16:45:15.772Z] GET https://www.launchgallery.video/tag/agents/?_rsc=dmZ9mmcEbYA7pXRq → pending (?ms, ?B)
[2026-06-03T16:45:15.835Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:45:15.835Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:45:15.835Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (65ms, ?B)
[2026-06-03T16:45:15.835Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (?ms, 3527B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (?ms, 11052B)
[2026-06-03T16:45:15.836Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (?ms, 16847B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:45:15.837Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:45:15.847Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:45:15.847Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:45:15.847Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505115844&ver=1.345.2&compression=base64 → 200 (44ms, 279B)
[2026-06-03T16:45:15.858Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (63ms, ?B)
[2026-06-03T16:45:15.858Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (91ms, ?B)
[2026-06-03T16:45:15.858Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → 304 (103ms, ?B)
[2026-06-03T16:45:15.863Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:45:15.866Z] GET https://www.launchgallery.video/?_rsc=RGfCCzi2fLdF69Xm → 200 (131ms, ?B)
[2026-06-03T16:45:15.870Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → 200 (73ms, ?B)
[2026-06-03T16:45:15.870Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (112ms, ?B)
[2026-06-03T16:45:15.871Z] GET https://www.launchgallery.video/tag/yc/?_rsc=RGfCCzi2fLdF69Xm → 200 (104ms, ?B)
[2026-06-03T16:45:15.871Z] GET https://www.launchgallery.video/tag/agents/?_rsc=RGfCCzi2fLdF69Xm → 200 (132ms, ?B)
[2026-06-03T16:45:15.872Z] GET https://www.launchgallery.video/tag/fintech/?_rsc=RGfCCzi2fLdF69Xm → 200 (131ms, ?B)
[2026-06-03T16:45:15.873Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:45:15.874Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (?ms, 327164B)
[2026-06-03T16:45:15.881Z] GET https://syndication.twitter.com/settings?session_id=65339d82938a6d35aa5ac9d70f9ab11ca910670a → 200 (53ms, ?B)
[2026-06-03T16:45:15.935Z] GET https://www.launchgallery.video/video/hessian-hessian-forward-deployed-ai-agents-for-business-operations/ → 200 (84ms, 72200B)
[2026-06-03T16:45:15.943Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Fallowance-allowance-ai-agents-safely-make-purchases-with-one-time-virtual-cards%252F → pending (?ms, ?B)
[2026-06-03T16:45:15.948Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.959Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2057823805154701682&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fallowance-allowance-ai-agents-safely-make-purchases-with-one-time-virtual-cards%2F&sessionId=65339d82938a6d35aa5ac9d70f9ab11ca910670a&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (13ms, ?B)
[2026-06-03T16:45:15.975Z] GET https://www.launchgallery.video/tag/yc/?_rsc=b4QiTDi3KBniGji- → pending (?ms, ?B)
[2026-06-03T16:45:15.983Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (1ms, ?B)
[2026-06-03T16:45:15.984Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.984Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.996Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.996Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.997Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.999Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:45:15.999Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, ?B)
[2026-06-03T16:45:16.003Z] GET https://www.launchgallery.video/?_rsc=uYzPZ7ROfXG4JvCa → pending (?ms, ?B)
